18 7 69 78 67 54 95 74 11 49 70 9 57 98 51 17 39 40 43; 7 69 78 67 54 95 74 11 49 70 9 57 98 51 17 39 40 43
11 19 22 48 85 60 51 79 50 75 78 30; 19 22 48 85 60 51 79 50 75 78 30
19 86 72 20 30 22 54 23 27 40 14 29 71 79 94 66 76 92 44 62; 86 72 20 30 22 54 23 27 40 14 29 71 79 94 66 76 92 44 62
16 24 90 19 75 38 21 8 69 53 49 31 23 92 77 88 89; 24 90 19 75 38 21 8 69 53 49 31 23 92 77 88 89
18 70 45 55 57 60 30 75 1 66 59 36 35 51 13 19 87 16 43; 70 45 55 57 60 30 75 1 66 59 36 35 51 13 19 87 16 43
17 54 59 35 88 69 26 79 33 43 9 6 29 28 7 66 51 85; 54 59 35 88 69 26 79 33 43 9 6 29 28 7 66 51 85
7 28 62 10 95 2 27 98; 28 62 10 95 2 27 98
10 48 35 9 66 45 40 93 86 72 25; 48 35 9 66 45 40 93 86 72 25
11 43 1 34 98 18 90 5 19 16 23 51; 43 1 34 98 18 90 5 19 16 23 51
12 9 26 60 74 98 81 46 33 56 42 10 83; 9 26 60 74 98 81 46 33 56 42 10 83
10 36 14 83 98 31 76 62 15 79 16; 36 14 83 98 31 76 62 15 79 16
18 52 4 45 18 26 34 94 22 71 90 65 46 21 78 43 73 41 69; 52 4 45 18 26 34 94 22 71 90 65 46 21 78 43 73 41 69
14 68 13 77 52 17 33 81 41 66 84 14 87 64 55; 68 13 77 52 17 33 81 41 66 84 14 87 64 55
10 97 26 39 28 19 2 96 66 23 18; 97 26 39 28 19 2 96 66 23 18
13 44 29 79 72 22 77 83 64 3 53 30 2 37; 44 29 79 72 22 77 83 64 3 53 30 2 37
20 13 57 26 59 39 68 3 95 18 23 4 5 79 42 20 34 54 45 40 52; 13 57 26 59 39 68 3 95 18 23 4 5 79 42 20 34 54 45 40 52
19 41 61 42 37 62 98 58 13 68 51 73 50 29 4 77 54 18 12 95; 41 61 42 37 62 98 58 13 68 51 73 50 29 4 77 54 18 12 95
16 17 39 68 1 23 20 63 7 19 14 47 83 64 60 6 4; 17 39 68 1 23 20 63 7 19 14 47 83 64 60 6 4
19 83 90 10 74 89 75 29 28 20 77 93 14 46 5 52 62 44 25 17; 83 90 10 74 89 75 29 28 20 77 93 14 46 5 52 62 44 25 17
5 14 17 86 32 9; 14 17 86 32 9
16 97 75 89 85 28 84 11 95 68 92 88 26 53 64 36 49; 97 75 89 85 28 84 11 95 68 92 88 26 53 64 36 49
11 35 19 91 66 48 38 31 52 89 77 21; 35 19 91 66 48 38 31 52 89 77 21
11 61 1 62 75 95 70 11 14 2 54 10; 61 1 62 75 95 70 11 14 2 54 10
15 32 58 3 81 74 2 77 88 52 31 87 7 1 64 83; 32 58 3 81 74 2 77 88 52 31 87 7 1 64 83
19 69 65 32 33 98 53 56 89 9 88 96 6 31 78 76 43 30 20 36; 69 65 32 33 98 53 56 89 9 88 96 6 31 78 76 43 30 20 36
18 75 5 98 41 83 86 94 22 37 72 4 84 29 55 53 7 21 12; 75 5 98 41 83 86 94 22 37 72 4 84 29 55 53 7 21 12
18 50 65 33 20 57 53 22 39 58 52 82 47 59 28 61 27 3 97; 50 65 33 20 57 53 22 39 58 52 82 47 59 28 61 27 3 97
